soc_code,preferred_title,classification_level,broader_soc_code
11-0000,Management Occupations,major_group,
11-1000,Top Executives,minor_group,11-0000
11-1010,Chief Executives,broad_occupation,11-1000
11-1011,Chief Executives,detailed_occupation,11-1010
11-1020,General and Operations Managers,broad_occupation,11-1000
11-1021,General and Operations Managers,detailed_occupation,11-1020
11-1030,Legislators,broad_occupation,11-1000
11-1031,Legislators,detailed_occupation,11-1030
11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",minor_group,11-0000
11-2010,Advertising and Promotions Managers,broad_occupation,11-2000
11-2011,Advertising and Promotions Managers,detailed_occupation,11-2010
11-2020,Marketing and Sales Managers,broad_occupation,11-2000
11-2021,Marketing Managers,detailed_occupation,11-2020
11-2022,Sales Managers,detailed_occupation,11-2020
11-2030,Public Relations and Fundraising Managers,broad_occupation,11-2000
11-2032,Public Relations Managers,detailed_occupation,11-2030
11-2033,Fundraising Managers,detailed_occupation,11-2030
11-3000,Operations Specialties Managers,minor_group,11-0000
11-3010,Administrative Services and Facilities Managers,broad_occupation,11-3000
11-3012,Administrative Services Managers,detailed_occupation,11-3010
11-3013,Facilities Managers,detailed_occupation,11-3010
11-3020,Computer and Information Systems Managers,broad_occupation,11-3000
11-3021,Computer and Information Systems Managers,detailed_occupation,11-3020
11-3030,Financial Managers,broad_occupation,11-3000
11-3031,Financial Managers,detailed_occupation,11-3030
11-3050,Industrial Production Managers,broad_occupation,11-3000
11-3051,Industrial Production Managers,detailed_occupation,11-3050
11-3060,Purchasing Managers,broad_occupation,11-3000
11-3061,Purchasing Managers,detailed_occupation,11-3060
11-3070,"Transportation, Storage, and Distribution Managers",broad_occupation,11-3000
11-3071,"Transportation, Storage, and Distribution Managers",detailed_occupation,11-3070
11-3110,Compensation and Benefits Managers,broad_occupation,11-3000
11-3111,Compensation and Benefits Managers,detailed_occupation,11-3110
11-3120,Human Resources Managers,broad_occupation,11-3000
11-3121,Human Resources Managers,detailed_occupation,11-3120
11-3130,Training and Development Managers,broad_occupation,11-3000
11-3131,Training and Development Managers,detailed_occupation,11-3130
11-9000,Other Management Occupations,minor_group,11-0000
11-9010,"Farmers, Ranchers, and Other Agricultural Managers",broad_occupation,11-9000
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed_occupation,11-9010
11-9020,Construction Managers,broad_occupation,11-9000
11-9021,Construction Managers,detailed_occupation,11-9020
11-9030,Education and Childcare Administrators,broad_occupation,11-9000
11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed_occupation,11-9030
11-9032,"Education Administrators, Kindergarten through Secondary",detailed_occupation,11-9030
11-9033,"Education Administrators, Postsecondary",detailed_occupation,11-9030
11-9039,"Education Administrators, All Other",detailed_occupation,11-9030
11-9040,Architectural and Engineering Managers,broad_occupation,11-9000
11-9041,Architectural and Engineering Managers,detailed_occupation,11-9040
11-9050,Food Service Managers,broad_occupation,11-9000
11-9051,Food Service Managers,detailed_occupation,11-9050
11-9070,Entertainment and Recreation Managers,broad_occupation,11-9000
11-9071,Gambling Managers,detailed_occupation,11-9070
11-9072,"Entertainment and Recreation Managers, Except Gambling",detailed_occupation,11-9070
11-9080,Lodging Managers,broad_occupation,11-9000
11-9081,Lodging Managers,detailed_occupation,11-9080
11-9110,Medical and Health Services Managers,broad_occupation,11-9000
11-9111,Medical and Health Services Managers,detailed_occupation,11-9110
11-9120,Natural Sciences Managers,broad_occupation,11-9000
11-9121,Natural Sciences Managers,detailed_occupation,11-9120
11-9130,Postmasters and Mail Superintendents,broad_occupation,11-9000
11-9131,Postmasters and Mail Superintendents,detailed_occupation,11-9130
11-9140,"Property, Real Estate, and Community Association Managers",broad_occupation,11-9000
11-9141,"Property, Real Estate, and Community Association Managers",detailed_occupation,11-9140
11-9150,Social and Community Service Managers,broad_occupation,11-9000
11-9151,Social and Community Service Managers,detailed_occupation,11-9150
11-9160,Emergency Management Directors,broad_occupation,11-9000
11-9161,Emergency Management Directors,detailed_occupation,11-9160
11-9170,Personal Service Managers,broad_occupation,11-9000
11-9171,Funeral Home Managers,detailed_occupation,11-9170
11-9179,"Personal Service Managers, All Other",detailed_occupation,11-9170
11-9190,Miscellaneous Managers,broad_occupation,11-9000
11-9199,"Managers, All Other",detailed_occupation,11-9190
13-0000,Business and Financial Operations Occupations,major_group,
13-1000,Business Operations Specialists,minor_group,13-0000
13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",broad_occupation,13-1000
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed_occupation,13-1010
13-1020,Buyers and Purchasing Agents,broad_occupation,13-1000
13-1021,"Buyers and Purchasing Agents, Farm Products",detailed_occupation,13-1020
13-1022,"Wholesale and Retail Buyers, Except Farm Products",detailed_occupation,13-1020
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed_occupation,13-1020
13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad_occupation,13-1000
13-1031,"Claims Adjusters, Examiners, and Investigators",detailed_occupation,13-1030
13-1032,"Insurance Appraisers, Auto Damage",detailed_occupation,13-1030
13-1040,Compliance Officers,broad_occupation,13-1000
13-1041,Compliance Officers,detailed_occupation,13-1040
13-1050,Cost Estimators,broad_occupation,13-1000
13-1051,Cost Estimators,detailed_occupation,13-1050
13-1070,Human Resources Workers,broad_occupation,13-1000
13-1071,Human Resources Specialists,detailed_occupation,13-1070
13-1074,Farm Labor Contractors,detailed_occupation,13-1070
13-1075,Labor Relations Specialists,detailed_occupation,13-1070
13-1080,Logisticians and Project Management Specialists,broad_occupation,13-1000
13-1081,Logisticians,detailed_occupation,13-1080
13-1082,Project Management Specialists,detailed_occupation,13-1080
13-1110,Management Analysts,broad_occupation,13-1000
13-1111,Management Analysts,detailed_occupation,13-1110
13-1120,"Meeting, Convention, and Event Planners",broad_occupation,13-1000
13-1121,"Meeting, Convention, and Event Planners",detailed_occupation,13-1120
13-1130,Fundraisers,broad_occupation,13-1000
13-1131,Fundraisers,detailed_occupation,13-1130
13-1140,"Compensation, Benefits, and Job Analysis Specialists",broad_occupation,13-1000
13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed_occupation,13-1140
13-1150,Training and Development Specialists,broad_occupation,13-1000
13-1151,Training and Development Specialists,detailed_occupation,13-1150
13-1160,Market Research Analysts and Marketing Specialists,broad_occupation,13-1000
13-1161,Market Research Analysts and Marketing Specialists,detailed_occupation,13-1160
13-1190,Miscellaneous Business Operations Specialists,broad_occupation,13-1000
13-1199,"Business Operations Specialists, All Other",detailed_occupation,13-1190
13-2000,Financial Specialists,minor_group,13-0000
13-2010,Accountants and Auditors,broad_occupation,13-2000
13-2011,Accountants and Auditors,detailed_occupation,13-2010
13-2020,Property Appraisers and Assessors,broad_occupation,13-2000
13-2022,Appraisers of Personal and Business Property,detailed_occupation,13-2020
13-2023,Appraisers and Assessors of Real Estate,detailed_occupation,13-2020
13-2030,Budget Analysts,broad_occupation,13-2000
13-2031,Budget Analysts,detailed_occupation,13-2030
13-2040,Credit Analysts,broad_occupation,13-2000
13-2041,Credit Analysts,detailed_occupation,13-2040
13-2050,Financial Analysts and Advisors,broad_occupation,13-2000
13-2051,Financial and Investment Analysts,detailed_occupation,13-2050
13-2052,Personal Financial Advisors,detailed_occupation,13-2050
13-2053,Insurance Underwriters,detailed_occupation,13-2050
13-2054,Financial Risk Specialists,detailed_occupation,13-2050
13-2060,Financial Examiners,broad_occupation,13-2000
13-2061,Financial Examiners,detailed_occupation,13-2060
13-2070,Credit Counselors and Loan Officers,broad_occupation,13-2000
13-2071,Credit Counselors,detailed_occupation,13-2070
13-2072,Loan Officers,detailed_occupation,13-2070
13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",broad_occupation,13-2000
13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed_occupation,13-2080
13-2082,Tax Preparers,detailed_occupation,13-2080
13-2090,Miscellaneous Financial Specialists,broad_occupation,13-2000
13-2099,"Financial Specialists, All Other",detailed_occupation,13-2090
15-0000,Computer and Mathematical Occupations,major_group,
15-1200,Computer Occupations,minor_group,15-0000
15-1210,Computer and Information Analysts,broad_occupation,15-1200
15-1211,Computer Systems Analysts,detailed_occupation,15-1210
15-1212,Information Security Analysts,detailed_occupation,15-1210
15-1220,Computer and Information Research Scientists,broad_occupation,15-1200
15-1221,Computer and Information Research Scientists,detailed_occupation,15-1220
15-1230,Computer Support Specialists,broad_occupation,15-1200
15-1231,Computer Network Support Specialists,detailed_occupation,15-1230
15-1232,Computer User Support Specialists,detailed_occupation,15-1230
15-1240,Database and Network Administrators and Architects,broad_occupation,15-1200
15-1241,Computer Network Architects,detailed_occupation,15-1240
15-1242,Database Administrators,detailed_occupation,15-1240
15-1243,Database Architects,detailed_occupation,15-1240
15-1244,Network and Computer Systems Administrators,detailed_occupation,15-1240
15-1250,"Software and Web Developers, Programmers, and Testers",broad_occupation,15-1200
15-1251,Computer Programmers,detailed_occupation,15-1250
15-1252,Software Developers,detailed_occupation,15-1250
15-1253,Software Quality Assurance Analysts and Testers,detailed_occupation,15-1250
15-1254,Web Developers,detailed_occupation,15-1250
15-1255,Web and Digital Interface Designers,detailed_occupation,15-1250
15-1290,Miscellaneous Computer Occupations,broad_occupation,15-1200
15-1299,"Computer Occupations, All Other",detailed_occupation,15-1290
15-2000,Mathematical Science Occupations,minor_group,15-0000
15-2010,Actuaries,broad_occupation,15-2000
15-2011,Actuaries,detailed_occupation,15-2010
15-2020,Mathematicians,broad_occupation,15-2000
15-2021,Mathematicians,detailed_occupation,15-2020
15-2030,Operations Research Analysts,broad_occupation,15-2000
15-2031,Operations Research Analysts,detailed_occupation,15-2030
15-2040,Statisticians,broad_occupation,15-2000
15-2041,Statisticians,detailed_occupation,15-2040
15-2050,Data Scientists,broad_occupation,15-2000
15-2051,Data Scientists,detailed_occupation,15-2050
15-2090,Miscellaneous Mathematical Science Occupations,broad_occupation,15-2000
15-2099,"Mathematical Science Occupations, All Other",detailed_occupation,15-2090
17-0000,Architecture and Engineering Occupations,major_group,
17-1000,"Architects, Surveyors, and Cartographers",minor_group,17-0000
17-1010,"Architects, Except Naval",broad_occupation,17-1000
17-1011,"Architects, Except Landscape and Naval",detailed_occupation,17-1010
17-1012,Landscape Architects,detailed_occupation,17-1010
17-1020,"Surveyors, Cartographers, and Photogrammetrists",broad_occupation,17-1000
17-1021,Cartographers and Photogrammetrists,detailed_occupation,17-1020
17-1022,Surveyors,detailed_occupation,17-1020
17-2000,Engineers,minor_group,17-0000
17-2010,Aerospace Engineers,broad_occupation,17-2000
17-2011,Aerospace Engineers,detailed_occupation,17-2010
17-2020,Agricultural Engineers,broad_occupation,17-2000
17-2021,Agricultural Engineers,detailed_occupation,17-2020
17-2030,Bioengineers and Biomedical Engineers,broad_occupation,17-2000
17-2031,Bioengineers and Biomedical Engineers,detailed_occupation,17-2030
17-2040,Chemical Engineers,broad_occupation,17-2000
17-2041,Chemical Engineers,detailed_occupation,17-2040
17-2050,Civil Engineers,broad_occupation,17-2000
17-2051,Civil Engineers,detailed_occupation,17-2050
17-2060,Computer Hardware Engineers,broad_occupation,17-2000
17-2061,Computer Hardware Engineers,detailed_occupation,17-2060
17-2070,Electrical and Electronics Engineers,broad_occupation,17-2000
17-2071,Electrical Engineers,detailed_occupation,17-2070
17-2072,"Electronics Engineers, Except Computer",detailed_occupation,17-2070
17-2080,Environmental Engineers,broad_occupation,17-2000
17-2081,Environmental Engineers,detailed_occupation,17-2080
17-2110,"Industrial Engineers, Including Health and Safety",broad_occupation,17-2000
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed_occupation,17-2110
17-2112,Industrial Engineers,detailed_occupation,17-2110
17-2120,Marine Engineers and Naval Architects,broad_occupation,17-2000
17-2121,Marine Engineers and Naval Architects,detailed_occupation,17-2120
17-2130,Materials Engineers,broad_occupation,17-2000
17-2131,Materials Engineers,detailed_occupation,17-2130
17-2140,Mechanical Engineers,broad_occupation,17-2000
17-2141,Mechanical Engineers,detailed_occupation,17-2140
17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",broad_occupation,17-2000
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed_occupation,17-2150
17-2160,Nuclear Engineers,broad_occupation,17-2000
17-2161,Nuclear Engineers,detailed_occupation,17-2160
17-2170,Petroleum Engineers,broad_occupation,17-2000
17-2171,Petroleum Engineers,detailed_occupation,17-2170
17-2190,Miscellaneous Engineers,broad_occupation,17-2000
17-2199,"Engineers, All Other",detailed_occupation,17-2190
17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor_group,17-0000
17-3010,Drafters,broad_occupation,17-3000
17-3011,Architectural and Civil Drafters,detailed_occupation,17-3010
17-3012,Electrical and Electronics Drafters,detailed_occupation,17-3010
17-3013,Mechanical Drafters,detailed_occupation,17-3010
17-3019,"Drafters, All Other",detailed_occupation,17-3010
17-3020,"Engineering Technologists and Technicians, Except Drafters",broad_occupation,17-3000
17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed_occupation,17-3020
17-3022,Civil Engineering Technologists and Technicians,detailed_occupation,17-3020
17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed_occupation,17-3020
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed_occupation,17-3020
17-3025,Environmental Engineering Technologists and Technicians,detailed_occupation,17-3020
17-3026,Industrial Engineering Technologists and Technicians,detailed_occupation,17-3020
17-3027,Mechanical Engineering Technologists and Technicians,detailed_occupation,17-3020
17-3028,Calibration Technologists and Technicians,detailed_occupation,17-3020
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed_occupation,17-3020
17-3030,Surveying and Mapping Technicians,broad_occupation,17-3000
17-3031,Surveying and Mapping Technicians,detailed_occupation,17-3030
19-0000,"Life, Physical, and Social Science Occupations",major_group,
19-1000,Life Scientists,minor_group,19-0000
19-1010,Agricultural and Food Scientists,broad_occupation,19-1000
19-1011,Animal Scientists,detailed_occupation,19-1010
19-1012,Food Scientists and Technologists,detailed_occupation,19-1010
19-1013,Soil and Plant Scientists,detailed_occupation,19-1010
19-1020,Biological Scientists,broad_occupation,19-1000
19-1021,Biochemists and Biophysicists,detailed_occupation,19-1020
19-1022,Microbiologists,detailed_occupation,19-1020
19-1023,Zoologists and Wildlife Biologists,detailed_occupation,19-1020
19-1029,"Biological Scientists, All Other",detailed_occupation,19-1020
19-1030,Conservation Scientists and Foresters,broad_occupation,19-1000
19-1031,Conservation Scientists,detailed_occupation,19-1030
19-1032,Foresters,detailed_occupation,19-1030
19-1040,Medical Scientists,broad_occupation,19-1000
19-1041,Epidemiologists,detailed_occupation,19-1040
19-1042,"Medical Scientists, Except Epidemiologists",detailed_occupation,19-1040
19-1090,Miscellaneous Life Scientists,broad_occupation,19-1000
19-1099,"Life Scientists, All Other",detailed_occupation,19-1090
19-2000,Physical Scientists,minor_group,19-0000
19-2010,Astronomers and Physicists,broad_occupation,19-2000
19-2011,Astronomers,detailed_occupation,19-2010
19-2012,Physicists,detailed_occupation,19-2010
19-2020,Atmospheric and Space Scientists,broad_occupation,19-2000
19-2021,Atmospheric and Space Scientists,detailed_occupation,19-2020
19-2030,Chemists and Materials Scientists,broad_occupation,19-2000
19-2031,Chemists,detailed_occupation,19-2030
19-2032,Materials Scientists,detailed_occupation,19-2030
19-2040,Environmental Scientists and Geoscientists,broad_occupation,19-2000
19-2041,"Environmental Scientists and Specialists, Including Health",detailed_occupation,19-2040
19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed_occupation,19-2040
19-2043,Hydrologists,detailed_occupation,19-2040
19-2090,Miscellaneous Physical Scientists,broad_occupation,19-2000
19-2099,"Physical Scientists, All Other",detailed_occupation,19-2090
19-3000,Social Scientists and Related Workers,minor_group,19-0000
19-3010,Economists,broad_occupation,19-3000
19-3011,Economists,detailed_occupation,19-3010
19-3020,Survey Researchers,broad_occupation,19-3000
19-3022,Survey Researchers,detailed_occupation,19-3020
19-3030,Psychologists,broad_occupation,19-3000
19-3032,Industrial-Organizational Psychologists,detailed_occupation,19-3030
19-3033,Clinical and Counseling Psychologists,detailed_occupation,19-3030
19-3034,School Psychologists,detailed_occupation,19-3030
19-3039,"Psychologists, All Other",detailed_occupation,19-3030
19-3040,Sociologists,broad_occupation,19-3000
19-3041,Sociologists,detailed_occupation,19-3040
19-3050,Urban and Regional Planners,broad_occupation,19-3000
19-3051,Urban and Regional Planners,detailed_occupation,19-3050
19-3090,Miscellaneous Social Scientists and Related Workers,broad_occupation,19-3000
19-3091,Anthropologists and Archeologists,detailed_occupation,19-3090
19-3092,Geographers,detailed_occupation,19-3090
19-3093,Historians,detailed_occupation,19-3090
19-3094,Political Scientists,detailed_occupation,19-3090
19-3099,"Social Scientists and Related Workers, All Other",detailed_occupation,19-3090
19-4000,"Life, Physical, and Social Science Technicians",minor_group,19-0000
19-4010,Agricultural and Food Science Technicians,broad_occupation,19-4000
19-4012,Agricultural Technicians,detailed_occupation,19-4010
19-4013,Food Science Technicians,detailed_occupation,19-4010
19-4020,Biological Technicians,broad_occupation,19-4000
19-4021,Biological Technicians,detailed_occupation,19-4020
19-4030,Chemical Technicians,broad_occupation,19-4000
19-4031,Chemical Technicians,detailed_occupation,19-4030
19-4040,Environmental Science and Geoscience Technicians,broad_occupation,19-4000
19-4042,"Environmental Science and Protection Technicians, Including Health",detailed_occupation,19-4040
19-4043,"Geological Technicians, Except Hydrologic Technicians",detailed_occupation,19-4040
19-4044,Hydrologic Technicians,detailed_occupation,19-4040
19-4050,Nuclear Technicians,broad_occupation,19-4000
19-4051,Nuclear Technicians,detailed_occupation,19-4050
19-4060,Social Science Research Assistants,broad_occupation,19-4000
19-4061,Social Science Research Assistants,detailed_occupation,19-4060
19-4070,Forest and Conservation Technicians,broad_occupation,19-4000
19-4071,Forest and Conservation Technicians,detailed_occupation,19-4070
19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad_occupation,19-4000
19-4092,Forensic Science Technicians,detailed_occupation,19-4090
19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed_occupation,19-4090
19-5000,Occupational Health and Safety Specialists and Technicians,minor_group,19-0000
19-5010,Occupational Health and Safety Specialists and Technicians,broad_occupation,19-5000
19-5011,Occupational Health and Safety Specialists,detailed_occupation,19-5010
19-5012,Occupational Health and Safety Technicians,detailed_occupation,19-5010
21-0000,Community and Social Service Occupations,major_group,
21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor_group,21-0000
21-1010,Counselors,broad_occupation,21-1000
21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed_occupation,21-1010
21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed_occupation,21-1010
21-1013,Marriage and Family Therapists,detailed_occupation,21-1010
21-1014,Mental Health Counselors,detailed_occupation,21-1010
21-1015,Rehabilitation Counselors,detailed_occupation,21-1010
21-1019,"Counselors, All Other",detailed_occupation,21-1010
21-1020,Social Workers,broad_occupation,21-1000
21-1021,"Child, Family, and School Social Workers",detailed_occupation,21-1020
21-1022,Healthcare Social Workers,detailed_occupation,21-1020
21-1023,Mental Health and Substance Abuse Social Workers,detailed_occupation,21-1020
21-1029,"Social Workers, All Other",detailed_occupation,21-1020
21-1090,Miscellaneous Community and Social Service Specialists,broad_occupation,21-1000
21-1091,Health Education Specialists,detailed_occupation,21-1090
21-1092,Probation Officers and Correctional Treatment Specialists,detailed_occupation,21-1090
21-1093,Social and Human Service Assistants,detailed_occupation,21-1090
21-1094,Community Health Workers,detailed_occupation,21-1090
21-1099,"Community and Social Service Specialists, All Other",detailed_occupation,21-1090
21-2000,Religious Workers,minor_group,21-0000
21-2010,Clergy,broad_occupation,21-2000
21-2011,Clergy,detailed_occupation,21-2010
21-2020,"Directors, Religious Activities and Education",broad_occupation,21-2000
21-2021,"Directors, Religious Activities and Education",detailed_occupation,21-2020
21-2090,Miscellaneous Religious Workers,broad_occupation,21-2000
21-2099,"Religious Workers, All Other",detailed_occupation,21-2090
23-0000,Legal Occupations,major_group,
23-1000,"Lawyers, Judges, and Related Workers",minor_group,23-0000
23-1010,Lawyers and Judicial Law Clerks,broad_occupation,23-1000
23-1011,Lawyers,detailed_occupation,23-1010
23-1012,Judicial Law Clerks,detailed_occupation,23-1010
23-1020,"Judges, Magistrates, and Other Judicial Workers",broad_occupation,23-1000
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed_occupation,23-1020
23-1022,"Arbitrators, Mediators, and Conciliators",detailed_occupation,23-1020
23-1023,"Judges, Magistrate Judges, and Magistrates",detailed_occupation,23-1020
23-2000,Legal Support Workers,minor_group,23-0000
23-2010,Paralegals and Legal Assistants,broad_occupation,23-2000
23-2011,Paralegals and Legal Assistants,detailed_occupation,23-2010
23-2090,Miscellaneous Legal Support Workers,broad_occupation,23-2000
23-2093,"Title Examiners, Abstractors, and Searchers",detailed_occupation,23-2090
23-2099,"Legal Support Workers, All Other",detailed_occupation,23-2090
25-0000,Educational Instruction and Library Occupations,major_group,
25-1000,Postsecondary Teachers,minor_group,25-0000
25-1010,"Business Teachers, Postsecondary",broad_occupation,25-1000
25-1011,"Business Teachers, Postsecondary",detailed_occupation,25-1010
25-1020,"Math and Computer Science Teachers, Postsecondary",broad_occupation,25-1000
25-1021,"Computer Science Teachers, Postsecondary",detailed_occupation,25-1020
25-1022,"Mathematical Science Teachers, Postsecondary",detailed_occupation,25-1020
25-1030,"Engineering and Architecture Teachers, Postsecondary",broad_occupation,25-1000
25-1031,"Architecture Teachers, Postsecondary",detailed_occupation,25-1030
25-1032,"Engineering Teachers, Postsecondary",detailed_occupation,25-1030
25-1040,"Life Sciences Teachers, Postsecondary",broad_occupation,25-1000
25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed_occupation,25-1040
25-1042,"Biological Science Teachers, Postsecondary",detailed_occupation,25-1040
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed_occupation,25-1040
25-1050,"Physical Sciences Teachers, Postsecondary",broad_occupation,25-1000
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed_occupation,25-1050
25-1052,"Chemistry Teachers, Postsecondary",detailed_occupation,25-1050
25-1053,"Environmental Science Teachers, Postsecondary",detailed_occupation,25-1050
25-1054,"Physics Teachers, Postsecondary",detailed_occupation,25-1050
25-1060,"Social Sciences Teachers, Postsecondary",broad_occupation,25-1000
25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed_occupation,25-1060
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed_occupation,25-1060
25-1063,"Economics Teachers, Postsecondary",detailed_occupation,25-1060
25-1064,"Geography Teachers, Postsecondary",detailed_occupation,25-1060
25-1065,"Political Science Teachers, Postsecondary",detailed_occupation,25-1060
25-1066,"Psychology Teachers, Postsecondary",detailed_occupation,25-1060
25-1067,"Sociology Teachers, Postsecondary",detailed_occupation,25-1060
25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed_occupation,25-1060
25-1070,"Health Teachers, Postsecondary",broad_occupation,25-1000
25-1071,"Health Specialties Teachers, Postsecondary",detailed_occupation,25-1070
25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed_occupation,25-1070
25-1080,"Education and Library Science Teachers, Postsecondary",broad_occupation,25-1000
25-1081,"Education Teachers, Postsecondary",detailed_occupation,25-1080
25-1082,"Library Science Teachers, Postsecondary",detailed_occupation,25-1080
25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad_occupation,25-1000
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed_occupation,25-1110
25-1112,"Law Teachers, Postsecondary",detailed_occupation,25-1110
25-1113,"Social Work Teachers, Postsecondary",detailed_occupation,25-1110
25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",broad_occupation,25-1000
25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed_occupation,25-1120
25-1122,"Communications Teachers, Postsecondary",detailed_occupation,25-1120
25-1123,"English Language and Literature Teachers, Postsecondary",detailed_occupation,25-1120
25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed_occupation,25-1120
25-1125,"History Teachers, Postsecondary",detailed_occupation,25-1120
25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed_occupation,25-1120
25-1190,Miscellaneous Postsecondary Teachers,broad_occupation,25-1000
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed_occupation,25-1190
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed_occupation,25-1190
25-1194,"Career/Technical Education Teachers, Postsecondary",detailed_occupation,25-1190
25-1199,"Postsecondary Teachers, All Other",detailed_occupation,25-1190
25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",minor_group,25-0000
25-2010,Preschool and Kindergarten Teachers,broad_occupation,25-2000
25-2011,"Preschool Teachers, Except Special Education",detailed_occupation,25-2010
25-2012,"Kindergarten Teachers, Except Special Education",detailed_occupation,25-2010
25-2020,Elementary and Middle School Teachers,broad_occupation,25-2000
25-2021,"Elementary School Teachers, Except Special Education",detailed_occupation,25-2020
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed_occupation,25-2020
25-2023,"Career/Technical Education Teachers, Middle School",detailed_occupation,25-2020
25-2030,Secondary School Teachers,broad_occupation,25-2000
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed_occupation,25-2030
25-2032,"Career/Technical Education Teachers, Secondary School",detailed_occupation,25-2030
25-2050,Special Education Teachers,broad_occupation,25-2000
25-2051,"Special Education Teachers, Preschool",detailed_occupation,25-2050
25-2055,"Special Education Teachers, Kindergarten",detailed_occupation,25-2050
25-2056,"Special Education Teachers, Elementary School",detailed_occupation,25-2050
25-2057,"Special Education Teachers, Middle School",detailed_occupation,25-2050
25-2058,"Special Education Teachers, Secondary School",detailed_occupation,25-2050
25-2059,"Special Education Teachers, All Other",detailed_occupation,25-2050
25-3000,Other Teachers and Instructors,minor_group,25-0000
25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad_occupation,25-3000
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed_occupation,25-3010
25-3020,Self-Enrichment Teachers,broad_occupation,25-3000
25-3021,Self-Enrichment Teachers,detailed_occupation,25-3020
25-3030,"Substitute Teachers, Short-Term",broad_occupation,25-3000
25-3031,"Substitute Teachers, Short-Term",detailed_occupation,25-3030
25-3040,Tutors,broad_occupation,25-3000
25-3041,Tutors,detailed_occupation,25-3040
25-3090,Miscellaneous Teachers and Instructors,broad_occupation,25-3000
25-3099,"Teachers and Instructors, All Other",detailed_occupation,25-3090
25-4000,"Librarians, Curators, and Archivists",minor_group,25-0000
25-4010,"Archivists, Curators, and Museum Technicians",broad_occupation,25-4000
25-4011,Archivists,detailed_occupation,25-4010
25-4012,Curators,detailed_occupation,25-4010
25-4013,Museum Technicians and Conservators,detailed_occupation,25-4010
25-4020,Librarians and Media Collections Specialists,broad_occupation,25-4000
25-4022,Librarians and Media Collections Specialists,detailed_occupation,25-4020
25-4030,Library Technicians,broad_occupation,25-4000
25-4031,Library Technicians,detailed_occupation,25-4030
25-9000,Other Educational Instruction and Library Occupations,minor_group,25-0000
25-9020,Farm and Home Management Educators,broad_occupation,25-9000
25-9021,Farm and Home Management Educators,detailed_occupation,25-9020
25-9030,Instructional Coordinators,broad_occupation,25-9000
25-9031,Instructional Coordinators,detailed_occupation,25-9030
25-9040,Teaching Assistants,broad_occupation,25-9000
25-9042,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",detailed_occupation,25-9040
25-9043,"Teaching Assistants, Special Education",detailed_occupation,25-9040
25-9044,"Teaching Assistants, Postsecondary",detailed_occupation,25-9040
